"b_Intercept","b_BoroughBROOKLYN","b_BoroughMANHATTAN","b_BoroughQUEENS","b_BoroughSTATENISLAND","sigma"
4.01342360807622,-0.0993435431325962,-0.337364209313607,-0.164645346281009,-0.30010092892804,1.32473829349179
4.02221349211717,-0.101139104103514,-0.368958766300762,-0.163003185580441,-0.268173710296358,1.31550408507055
4.03808642742284,-0.0866715010818948,-0.344776125483248,-0.166597808322461,-0.293137759928131,1.32571717428086
4.056587213537,-0.129297672936938,-0.378856084421291,-0.20803434245533,-0.324780182180029,1.32521629021414
4.0141503688537,-0.112985899799025,-0.395596689339515,-0.191855129911536,-0.385843948557874,1.32020019947857
4.0653268752173,-0.117583224163795,-0.39212271773858,-0.194371214985438,-0.31139143256869,1.32018058249209
4.08948105020321,-0.0989136060476948,-0.388226125908405,-0.17445254060916,-0.32183144848743,1.32516768696033
4.01620917462119,-0.0911670665754823,-0.349806336634579,-0.165524352647743,-0.294123313514193,1.31789591320332
4.04582530748406,-0.130932373991055,-0.384614896447869,-0.20098696972148,-0.266916253503749,1.31589666102262
4.0583818017475,-0.121162285655154,-0.395718883838087,-0.178265806224125,-0.280773841107201,1.32617295306316
4.08904627287918,-0.150272002101623,-0.424566434801681,-0.201485043267022,-0.325427444612454,1.3147093679073
4.00050624298264,-0.0937444230057858,-0.357507253423196,-0.18516936598354,-0.323057144291411,1.32387617234151
4.0142826478681,-0.0812932586420263,-0.343804815937965,-0.163811881095058,-0.300886030224169,1.32251739171032
4.03524281524333,-0.0995844861664845,-0.357471103628534,-0.180586708191784,-0.275883098214865,1.32694729368719
4.0204184237554,-0.111507075997975,-0.379529865545532,-0.188011751420575,-0.27592919564055,1.32101645186552
4.05201001892371,-0.0904504795203188,-0.336776170753673,-0.181911273891361,-0.271005217221316,1.32063760892921
4.07127710854137,-0.125037286821989,-0.399548340285312,-0.1824757964769,-0.314228526404746,1.32365758185786
4.05252309392448,-0.123339102864084,-0.423753276826801,-0.192745254233423,-0.332276318446604,1.32295925821815
3.94789517779493,-0.120220525015203,-0.387590979178044,-0.182842695954339,-0.337444634229604,1.322808439867
4.08948499941855,-0.0932346216973466,-0.344371217346398,-0.190077535934661,-0.259248397446608,1.3231721224206
4.02212381111942,-0.115073942048083,-0.382159494492376,-0.17880544692037,-0.312712089283386,1.33331827997275
3.96437618660335,-0.127544311704095,-0.371451132954704,-0.189012275794946,-0.35141867696452,1.3248118856907
3.90891189145504,-0.0919312546046123,-0.340293670778107,-0.168947968313252,-0.286236280825628,1.32056231008024
3.90118401201993,-0.126390895544715,-0.382411100769291,-0.20601025156953,-0.33612892576242,1.32412970842101
3.84989194098453,-0.100905800249007,-0.405684703020563,-0.165960468228651,-0.299040243046538,1.31991364723681
3.80932906890586,-0.0866401889588834,-0.307954379863478,-0.173837544762938,-0.278699512297203,1.3237872480875
3.84773349830447,-0.121055803026255,-0.385717189462776,-0.204337211004344,-0.309993089769371,1.32078635511836
3.85814865324548,-0.141326172648799,-0.406272962073301,-0.220761533183959,-0.336538056297728,1.32018751172403
3.82200579131967,-0.114218327229813,-0.38516371637995,-0.194796275783791,-0.308310500039324,1.32173793635988
3.84770956539333,-0.104044652071151,-0.377257989246521,-0.140804846971167,-0.283920471263263,1.32504725128371
3.94375525208656,-0.113779107956759,-0.358638107696063,-0.184968774085909,-0.275273053043892,1.32256808637003
3.91829405768451,-0.0814123041038023,-0.364780617809516,-0.182236363603913,-0.285641838962148,1.32234336985999
3.91819565303143,-0.150265940823199,-0.41014722697004,-0.22891480817015,-0.345135931050688,1.31995168778952
3.71185504915442,-0.1100159235311,-0.38601307699347,-0.180961958154125,-0.323889525595415,1.32885341156393
3.70184594522007,-0.12331229147965,-0.362949831355821,-0.180228489815599,-0.267416948707891,1.32432183005693
3.67136090380111,-0.106173785075372,-0.347613669793292,-0.178910317304427,-0.323022110752193,1.32488038461673
3.7387880149505,-0.143671816478775,-0.39667464588893,-0.20915661840989,-0.316549549784115,1.31728420293875
3.67506992116173,-0.0854442668191438,-0.354125201292888,-0.178100070790363,-0.296463167892044,1.32107042675458
3.65312698987793,-0.109046502976182,-0.387438377697065,-0.197063175632276,-0.340223418733857,1.32206374304846
3.62139498333496,-0.0911259639123212,-0.346662155257083,-0.180047405131109,-0.38200986953227,1.3231310578469
3.51301272936667,-0.106485648292128,-0.360871753884039,-0.191623350982867,-0.242080876328688,1.33015705647228
3.5388025426941,-0.0902439978207963,-0.350323973232585,-0.170975539942014,-0.331969603039763,1.31461698389399
3.54474680606402,-0.110342279009155,-0.362950308079771,-0.184142157113916,-0.255285575649164,1.32240402330343
3.61841639765462,-0.168861605367822,-0.423583831569593,-0.23915684379058,-0.36348950370003,1.32460957482532
3.59416054678531,-0.0916861725222205,-0.396392509655319,-0.195695139576271,-0.329518879699605,1.31923014345148
3.56636538698381,-0.091561943218298,-0.365278586749443,-0.191883325657815,-0.267458989739888,1.31868714987725
3.63821582621738,-0.134337191207234,-0.393837861540426,-0.179382439145959,-0.334097983597493,1.33098113758297
3.62115790540942,-0.102040555457848,-0.365793753856487,-0.161055899116924,-0.333198600790372,1.3248386626044
3.6821701199682,-0.12696096924512,-0.417786032754602,-0.216939237808341,-0.300773305552729,1.31992474522607
3.70300815811297,-0.146988154601491,-0.396591745837074,-0.192543560408848,-0.365832744280301,1.32749706719508
3.71783003081285,-0.136573163437761,-0.388272545452941,-0.207844824984214,-0.384884136452858,1.3245720550976
3.67502173260066,-0.0939054550386147,-0.35944093027692,-0.194791426560367,-0.300472835127404,1.31659400618032
3.68091164281388,-0.0860058909334779,-0.365459863096052,-0.159190300888709,-0.332454416345918,1.32390694234266
3.68873664524758,-0.0991220644070099,-0.322798810160603,-0.196680660745657,-0.275070893795952,1.31833507480846
3.69508204344128,-0.11281000876482,-0.348247912445787,-0.196804649460386,-0.29718385980209,1.32247147500256
3.7196387132917,-0.11074744763801,-0.392767381248507,-0.181590383360236,-0.316883056403318,1.32345884816112
3.63794925603346,-0.09573721625449,-0.337530808559167,-0.184423901140302,-0.278959010674263,1.32257334880161
3.66803861083226,-0.0845707702479518,-0.359397109875313,-0.169237868287477,-0.290847405724123,1.31882450858327
3.66397664474466,-0.114930344282496,-0.393703994496846,-0.171278949285864,-0.35916761066576,1.32200675554453
3.65930132168676,-0.105068292195305,-0.363875879242721,-0.191561547805596,-0.335964850389477,1.3219781561926
3.53730514441479,-0.11200662351859,-0.396167531295484,-0.188385448346957,-0.314437235823232,1.32456226544557
